torneo_id,year,elo_colombia,fifa_rank,avg_age,market_value_meur,wins_last10,draws_last10,losses_last10,goals_scored_last10,goals_conceded_last10,clean_sheets_last10,form_index,qual_position,injuries_key_players,coach_experience_years,home_continent,avg_height_cm,sprint_speed_kmh,prev_world_cups,group_rival_avg_elo,group_rival_max_elo,tournament_avg_elo,octavos_rival_elo,cuartos_rival_elo,semis_rival_elo,final_rival_elo,luck_factor,media_pressure,prep_days,altitude_m,climate,group_points_scored,target_ronda
7638,2014,1870.6,1,27.1,476.6,2,2,6,15,7,3,0.2667,1,1,0.2,0,182.3,32.3,6,1712.7,1759.0,1786.8,1834.7,1876.0,1936.6,2021.8,0.1813,5.7,33,1000.0,2,6,1
7639,2017,1827.9,8,27.9,1135.4,4,1,5,7,9,2,0.4333,5,2,0.7,0,178.1,33.4,6,1502.8,1515.9,1782.8,1834.6,1873.6,2007.7,2059.0,-0.1378,4.8,38,0.0,1,6,4
7640,2004,1832.7,14,22.0,710.0,3,4,3,13,7,1,0.4333,2,0,1.4,0,183.0,34.8,0,1818.4,1837.8,1775.9,1852.2,1913.2,2078.8,2033.3,0.049,4.4,28,1000.0,1,5,1
7641,1995,1703.2,14,25.5,149.5,5,1,4,5,9,3,0.5333,5,1,3.0,0,180.2,29.9,1,2057.9,2225.5,1787.7,1898.0,1915.4,1979.3,2104.0,0.04,3.3,40,0.0,2,2,0
7642,2011,1794.5,27,25.0,642.5,3,2,5,14,11,2,0.3667,5,0,2.3,0,183.0,31.2,5,1595.1,1656.2,1647.8,1759.3,1804.6,1848.4,1934.0,-0.1836,6.4,40,0.0,1,7,3
7643,1994,1768.6,26,25.5,791.7,3,4,3,11,8,3,0.4333,4,1,3.2,0,183.8,29.7,1,1722.3,1806.1,1755.8,1819.2,1905.7,2005.7,2114.4,-0.1492,5.9,22,0.0,1,7,1
7644,2004,1727.9,10,25.3,397.7,4,1,5,12,13,4,0.4333,7,2,1.5,0,179.1,32.4,3,1737.1,1791.8,1643.9,1632.1,1668.5,1897.7,1881.5,-0.2329,7.7,34,0.0,2,4,2
7645,1997,1728.8,14,24.9,216.0,3,4,3,9,6,2,0.4333,3,1,1.4,0,182.2,32.0,0,1822.7,1939.8,1693.1,1735.3,1794.8,1938.9,2055.5,0.1442,4.6,24,1000.0,2,2,0
7646,2012,1842.9,11,25.9,625.6,3,3,4,18,9,3,0.4,6,2,8.9,0,176.1,30.4,5,1803.3,1968.9,1685.2,1843.7,1818.3,1888.0,1968.3,0.1618,4.5,29,0.0,0,7,4
7647,1997,1919.3,27,23.3,711.9,4,1,5,7,7,2,0.4333,3,1,1.4,0,179.1,32.3,1,1649.1,1681.1,1795.2,1882.8,1895.4,2051.4,2035.5,0.0712,6.6,35,0.0,1,6,2
7648,2022,1892.8,5,28.6,510.5,3,2,5,9,4,5,0.3667,5,1,1.5,0,178.0,34.0,8,1667.9,1809.2,1706.2,1784.7,1841.7,1903.2,2075.0,-0.0224,5.1,20,1000.0,0,0,0
7649,2003,1791.1,6,24.2,622.0,3,2,5,9,10,5,0.3667,3,2,5.4,0,174.5,31.0,3,1580.2,1690.1,1664.8,1712.3,1791.4,1938.4,1973.7,0.0467,7.1,26,0.0,2,4,5
7650,2016,1882.1,2,22.0,641.2,3,4,3,14,5,0,0.4333,3,1,4.4,0,181.8,33.3,5,1715.8,1861.4,1793.4,1919.4,1977.3,2109.0,2093.0,-0.0168,6.4,42,0.0,2,3,1
7651,2000,1837.7,9,25.4,315.1,5,2,3,9,8,4,0.5667,1,1,2.3,0,179.9,31.9,2,1715.5,1891.9,1796.1,1935.2,1903.7,2045.1,2095.4,0.0527,7.1,24,1000.0,3,4,1
7652,1996,1762.6,7,29.1,717.7,5,1,4,11,13,4,0.5333,3,1,1.9,0,177.9,31.1,1,1766.1,1815.9,1756.6,1835.9,1833.1,2065.2,1989.7,-0.15,4.0,25,0.0,2,3,0
7653,2016,1782.0,14,29.2,432.8,3,1,6,11,10,0,0.3333,6,2,2.0,0,178.6,32.1,5,1874.9,1969.0,1693.7,1753.2,1905.5,1891.8,1934.5,-0.1421,2.2,21,0.0,4,4,4
7654,2015,1939.3,3,26.7,513.8,6,2,2,10,5,4,0.6667,4,0,1.9,0,182.6,34.6,6,1835.3,2046.7,1791.9,1868.3,1895.5,2072.2,2114.5,-0.0634,4.1,41,0.0,0,9,1
7655,2021,1781.7,8,26.2,340.7,5,3,2,11,7,5,0.6,3,4,1.3,0,182.3,32.6,7,1822.8,1968.3,1843.2,1907.0,1994.3,2072.2,2128.9,0.0812,6.6,44,0.0,1,0,0
7656,2009,1767.7,29,25.0,628.8,4,3,3,7,5,1,0.5,3,1,2.8,0,178.2,30.9,4,1851.0,2027.2,1738.8,1815.8,1915.7,2056.5,2019.0,-0.0449,3.3,35,0.0,2,4,4
7657,2008,1657.2,10,30.3,325.8,4,1,5,11,9,3,0.4333,3,0,9.3,0,177.6,35.3,4,1895.0,1948.7,1837.4,1892.3,2024.2,2089.3,2045.4,-0.0835,7.3,39,0.0,0,1,0
7658,2016,1833.0,10,25.4,957.3,8,1,1,13,7,3,0.8333,4,2,1.2,0,177.2,31.2,5,1718.8,1822.2,1768.6,1841.6,1813.7,1970.1,2087.2,-0.0515,5.5,22,0.0,2,4,1
7659,2007,1860.6,15,25.1,544.3,6,1,3,7,11,1,0.6333,3,1,3.0,0,176.3,34.0,4,1781.9,1908.2,1796.6,1784.6,1970.2,2118.4,2113.6,-0.0706,8.5,20,0.0,0,9,4
7660,2013,1875.4,24,25.2,510.5,3,2,5,13,6,0,0.3667,1,2,7.0,0,180.8,33.2,3,1741.4,1847.5,1638.9,1841.1,1831.5,1968.9,1929.2,0.082,4.6,42,0.0,3,6,2
7661,2023,1847.5,4,24.5,666.5,3,3,4,14,4,4,0.4,4,1,2.1,0,180.9,32.8,7,2100.0,2151.8,1887.4,1966.8,1986.4,2162.0,2158.6,-0.1536,6.1,27,0.0,3,4,1
7662,1996,1710.3,27,25.8,773.9,4,3,3,7,8,2,0.5,2,1,3.6,0,180.7,32.8,1,1807.9,1863.4,1735.4,1812.2,1885.8,1936.1,1971.1,-0.0335,5.0,33,0.0,4,5,4
7663,2003,1895.4,13,25.8,915.6,2,3,5,11,10,3,0.3,4,1,0.8,0,183.0,31.7,3,1784.3,1938.6,1676.1,1811.5,1863.1,1838.0,2003.7,-0.275,5.2,42,2500.0,3,1,0
7664,1998,1829.1,13,28.2,752.4,4,2,4,11,14,4,0.4667,4,3,1.8,0,184.1,31.2,1,1588.1,1665.0,1651.9,1714.5,1771.8,2042.5,1972.1,-0.0201,3.1,22,0.0,0,5,2
7665,1994,1799.5,13,24.4,221.8,5,2,3,11,14,1,0.5667,3,1,0.9,0,183.2,31.1,1,1590.4,1633.2,1898.5,1923.2,2049.0,2106.8,2146.1,-0.1207,3.9,43,0.0,1,7,1
7666,2005,1876.2,20,29.7,659.7,3,2,5,11,4,5,0.3667,6,1,1.8,0,179.8,33.3,2,1931.9,2000.1,1705.4,1832.5,1896.5,1897.6,1919.1,-0.0127,6.5,29,0.0,0,4,5
7667,2019,1852.7,19,27.6,428.3,4,1,5,6,6,2,0.4333,4,0,4.3,0,176.8,33.1,5,1863.0,2003.3,1779.7,1872.2,1976.9,1970.6,2117.0,-0.243,6.6,41,0.0,1,3,0
7668,2010,1765.2,18,25.7,659.5,5,4,1,10,6,4,0.6333,2,0,1.5,0,180.5,32.6,5,1753.3,1853.5,1632.9,1668.4,1713.0,1846.8,1898.9,-0.202,7.8,42,1000.0,3,3,0
7669,2022,1883.4,4,26.8,537.2,5,1,4,14,8,5,0.5333,4,0,11.5,0,177.8,32.3,8,1633.3,1756.1,1756.9,1824.9,1966.2,1996.0,2073.7,-0.1051,7.2,37,2500.0,2,1,0
7670,2014,1914.2,12,23.3,699.2,4,3,3,16,10,0,0.5,4,2,12.4,0,177.0,35.8,4,1752.3,1852.4,1761.3,1801.3,2024.5,1935.3,2025.1,-0.0607,8.1,26,0.0,3,4,3
7671,2020,1872.5,4,25.5,850.5,1,5,4,6,7,5,0.2667,3,2,1.3,0,177.2,31.7,7,1662.0,1728.6,1706.6,1820.8,1869.8,2088.7,2003.8,0.221,8.5,39,0.0,3,3,3
7672,2010,1760.6,9,27.1,450.1,3,2,5,10,8,5,0.3667,2,1,0.0,0,172.7,32.8,4,1759.9,1765.7,1686.3,1729.4,1861.4,2010.2,2067.1,0.2316,5.2,43,1000.0,0,0,0
7673,1998,1767.5,24,29.8,376.6,1,3,6,13,8,3,0.2,5,2,0.1,0,183.7,31.1,1,1873.6,1979.4,1823.0,1952.2,1974.5,2030.1,2169.3,-0.1758,4.9,37,0.0,0,1,0
7674,2018,1965.0,8,24.5,324.7,7,2,1,11,4,2,0.7667,2,1,2.8,0,180.6,32.8,7,1956.5,2050.4,1690.4,1825.4,1902.6,2006.7,1931.1,-0.1019,6.8,38,0.0,0,4,2
7675,2004,1765.9,24,26.0,500.2,6,0,4,8,9,5,0.6,5,3,5.6,0,182.1,32.1,2,1617.5,1746.5,1758.0,1795.1,2040.7,1989.9,2103.2,0.0877,4.0,39,2000.0,0,4,2
7676,1995,1747.1,22,29.1,518.2,4,4,2,12,6,4,0.5333,3,1,2.9,0,182.6,34.2,1,1660.5,1740.5,1731.2,1749.7,1850.4,1975.0,2106.3,0.0618,6.5,22,0.0,0,6,3
7677,1997,1839.6,11,23.2,546.4,7,2,1,14,8,1,0.7667,4,0,0.9,0,177.3,30.4,1,1800.5,1988.0,1689.3,1769.0,1820.2,1887.0,2040.7,0.141,4.4,36,0.0,0,6,1
7678,2008,1873.9,8,28.8,521.2,6,2,2,12,10,0,0.6667,1,2,4.9,0,178.1,32.7,4,1608.8,1719.2,1805.5,1813.0,1957.8,2147.1,1977.5,0.174,6.1,22,0.0,3,5,2
7679,2022,1783.1,4,27.2,945.0,3,2,5,14,11,1,0.3667,4,0,2.4,0,185.8,31.4,7,1569.7,1639.9,1748.1,1806.2,1909.1,1980.2,2085.7,-0.2203,6.8,30,2500.0,1,2,0
7680,2002,1827.3,10,24.5,678.5,6,3,1,9,8,2,0.7,7,2,10.2,0,180.7,31.8,3,1628.5,1677.7,1723.2,1809.0,1943.2,1970.1,1995.9,-0.2846,3.0,28,0.0,2,7,3
7681,2020,1828.4,19,24.0,425.6,2,3,5,8,3,1,0.3,6,1,5.3,0,172.0,31.8,7,1743.7,1956.7,1754.7,1804.3,1915.5,1944.1,2101.4,0.1292,7.4,39,1000.0,2,5,2
7682,2019,1834.7,22,28.7,758.0,2,3,5,9,7,5,0.3,1,2,0.2,0,175.7,32.8,7,1839.6,1917.5,1705.8,1755.2,1917.1,1986.9,2034.2,-0.1922,5.4,24,0.0,1,6,1
7683,2020,1911.5,2,25.7,722.1,4,3,3,10,4,3,0.5,3,2,8.7,0,178.9,33.0,7,1795.4,1865.9,1843.1,1866.6,1928.6,2054.3,2120.7,-0.1623,8.4,25,0.0,2,2,0
7684,2004,1838.8,16,28.5,708.8,4,4,2,9,8,3,0.5333,2,1,7.9,0,177.4,33.5,3,1854.2,1946.7,1772.4,1861.6,1882.4,2027.8,2072.3,-0.0857,4.5,26,1000.0,0,0,0
7685,2001,1946.2,8,28.0,766.7,3,0,7,14,6,3,0.3,3,1,2.5,0,179.6,32.9,1,1769.0,1870.4,1796.0,1846.2,1946.4,2076.0,2039.8,-0.0302,9.4,32,1000.0,2,4,5
7686,2009,1868.8,9,25.8,881.7,6,0,4,11,6,5,0.6,1,1,3.0,0,182.5,32.6,1,1697.6,1839.7,1692.7,1743.6,1783.8,1792.4,1875.4,0.1713,5.5,32,0.0,2,9,3
7687,2022,1910.8,5,29.7,684.9,5,1,4,9,5,2,0.5333,6,1,0.4,0,185.1,31.4,7,1855.4,1958.3,1710.3,1860.1,1866.7,1914.4,1981.0,0.162,8.5,36,0.0,2,1,0
7688,2017,1812.3,7,27.1,170.7,3,3,4,10,8,5,0.4,5,0,1.4,0,181.9,31.1,6,1679.1,1724.5,1815.0,1861.0,1999.2,2130.8,2085.5,0.0927,5.3,37,0.0,2,4,1
7689,2024,1887.1,1,27.6,917.3,2,2,6,8,7,4,0.2667,5,1,9.2,0,175.1,30.0,8,1909.0,1983.9,1832.9,1977.6,2070.5,2052.2,2126.8,-0.1003,5.6,22,0.0,1,7,2
7690,2009,1897.8,18,26.8,443.9,5,2,3,14,9,0,0.5667,1,2,4.0,0,184.3,32.9,4,1650.3,1730.2,1745.5,1865.5,1916.6,2034.5,2097.5,0.0888,5.4,25,1000.0,3,4,2
7691,2024,1937.7,1,23.9,741.0,5,2,3,8,7,5,0.5667,5,0,4.8,0,178.6,32.5,6,1759.8,1918.7,1723.9,1791.4,1817.4,1909.4,2045.5,0.0011,8.4,40,0.0,0,5,1
7692,2019,1888.2,1,27.0,307.8,6,1,3,14,5,2,0.6333,5,2,4.5,0,179.9,33.2,7,2100.0,2158.9,1704.7,1807.7,1897.3,1847.0,2043.3,-0.0337,5.2,30,0.0,3,1,0
7693,2008,1799.2,8,25.6,416.4,3,0,7,10,12,4,0.3,3,1,0.5,0,175.7,34.1,0,1773.6,1791.5,1716.7,1827.9,1853.4,1944.6,2075.5,0.0462,6.0,35,0.0,1,6,1
7694,2024,2001.9,19,30.9,740.0,5,0,5,8,6,5,0.5,5,1,1.6,0,179.3,33.0,8,1836.6,1894.5,1752.8,1870.9,1886.8,1985.7,2041.2,-0.1106,6.1,27,0.0,2,3,1
7695,2018,1817.8,1,25.0,390.9,4,1,5,9,6,2,0.4333,1,3,16.4,0,175.7,33.5,7,1601.6,1698.5,1730.4,1808.1,1914.4,1855.5,1912.4,-0.0541,6.6,39,1000.0,4,4,4
7696,2003,1748.8,18,24.6,611.6,3,1,6,11,5,4,0.3333,3,1,3.0,0,182.7,31.1,3,1818.8,1931.6,1696.0,1715.0,1912.7,1884.3,2057.4,0.2126,5.3,41,0.0,3,4,2
7697,2003,1815.5,2,25.9,637.3,2,1,7,12,6,4,0.2333,1,1,5.9,0,183.2,34.2,3,1662.4,1756.3,1734.4,1849.9,1849.9,1948.2,2059.6,-0.1233,3.8,29,1000.0,3,6,1
7698,1996,1785.0,18,24.0,613.3,6,2,2,12,6,4,0.6667,6,0,3.7,0,175.8,31.4,1,1586.2,1605.9,1739.6,1813.0,1928.1,1877.1,2074.1,-0.1087,4.4,39,1000.0,2,4,1
7699,2015,1852.5,2,27.1,494.6,4,1,5,7,9,1,0.4333,2,4,0.3,0,181.3,34.0,6,1649.5,1775.3,1851.8,1898.8,2060.1,2040.7,2175.2,-0.1878,8.0,41,0.0,0,9,4
7700,1994,1814.0,29,27.6,763.9,2,3,5,12,12,3,0.3,1,0,4.2,0,179.2,30.2,1,1728.0,1831.3,1759.5,1863.6,1882.2,2008.7,1978.3,-0.1417,5.2,29,0.0,2,0,0
7701,2003,1840.2,11,27.3,499.2,3,2,5,11,10,1,0.3667,3,2,0.3,0,180.0,33.4,3,1872.4,2024.9,1810.3,1979.4,1996.0,2032.2,2038.7,-0.093,1.7,36,1000.0,1,3,1
7702,1994,1918.7,12,26.9,515.5,7,0,3,15,5,1,0.7,4,2,3.1,0,173.2,33.0,1,1603.9,1768.5,1766.2,1828.1,1878.7,1930.2,2026.1,-0.0667,8.1,33,0.0,0,6,1
7703,2000,1833.8,15,29.3,904.7,3,2,5,7,9,5,0.3667,1,0,1.6,0,183.5,33.1,1,1725.1,1927.1,1805.9,1803.0,1904.0,2035.0,2138.5,-0.0623,5.2,40,2500.0,2,7,4
7704,2004,1813.0,8,27.5,475.4,4,1,5,10,4,5,0.4333,2,1,8.7,0,179.7,31.0,3,1582.4,1667.5,1708.2,1797.4,1884.3,2059.7,1900.5,0.1748,5.2,21,0.0,2,4,2
7705,2013,1874.4,12,25.2,487.4,4,1,5,19,10,2,0.4333,5,1,1.1,0,176.5,31.3,4,1702.2,1903.4,1712.5,1776.8,1851.5,1921.3,1964.0,0.0237,10.0,39,0.0,0,6,5
7706,2014,1886.8,15,25.1,729.8,7,3,0,15,8,2,0.8,5,1,11.3,0,181.3,30.8,6,1732.4,1854.1,1733.1,1869.5,1892.2,1908.8,1995.8,0.1902,6.3,36,0.0,4,0,0
7707,2025,1910.1,16,27.7,681.8,5,2,3,9,6,3,0.5667,1,3,4.0,0,179.8,31.4,7,1723.3,1818.4,1648.6,1737.9,1884.0,1898.7,1887.5,0.2712,4.7,41,0.0,2,3,0
7708,2004,1793.7,10,27.2,624.0,4,2,4,10,11,5,0.4667,1,2,2.9,0,179.2,31.0,3,1731.7,1796.8,1780.7,1852.2,1925.9,2063.4,2121.1,0.1983,5.2,27,2000.0,2,6,5
7709,1995,1823.0,18,28.3,527.9,4,2,4,13,11,5,0.4667,2,4,3.3,0,181.0,32.1,1,1745.0,1762.1,1600.0,1706.9,1748.4,1855.5,1940.7,0.0623,5.9,21,2500.0,0,3,3
7710,2004,1730.6,7,24.7,756.6,2,1,7,13,15,2,0.2333,5,2,1.0,0,179.7,33.1,1,1735.0,1829.7,1691.9,1714.5,1813.9,1943.9,2051.5,-0.1266,3.5,21,0.0,1,6,1
7711,2013,1869.9,24,27.5,569.9,4,1,5,13,8,4,0.4333,1,1,0.9,0,177.6,31.0,5,1676.9,1828.2,1767.7,1911.0,1967.2,2012.6,2071.1,0.0627,4.3,20,1000.0,2,9,3
7712,1996,1747.8,10,24.2,135.1,4,2,4,6,5,4,0.4667,4,0,1.6,0,184.0,31.8,1,1779.8,1889.6,1765.9,1841.0,1949.7,1936.5,2010.9,-0.1094,6.0,26,1000.0,2,6,3
7713,2016,1899.6,1,26.3,374.1,6,1,3,21,4,1,0.6333,1,1,20.0,0,173.3,33.1,3,1780.7,1927.7,1745.0,1818.2,1885.6,2088.9,2050.3,-0.078,10.0,29,0.0,0,4,1
7714,1996,1814.7,19,27.7,643.9,6,2,2,7,4,3,0.6667,5,2,4.2,0,172.1,33.1,1,1908.5,1996.7,1852.7,1992.0,2017.2,2146.9,2171.5,0.0502,3.9,23,0.0,1,1,0
7715,1999,1740.3,24,27.1,372.7,6,4,0,7,9,4,0.7333,8,0,10.6,0,184.5,35.7,0,1787.2,1962.1,1802.5,1975.3,1940.1,2053.6,1984.7,0.051,5.5,27,0.0,1,0,0
7716,2016,1872.6,13,27.4,539.1,5,3,2,12,7,0,0.6,1,0,1.0,0,186.8,34.9,6,1562.5,1692.2,1739.6,1836.3,1866.2,1989.1,1956.5,-0.0983,9.2,36,0.0,2,3,2
7717,2018,1960.1,4,27.6,580.5,5,4,1,15,2,1,0.6333,1,1,3.8,0,184.3,30.5,6,1857.9,1915.6,1842.8,1869.3,1943.3,2106.3,2235.3,0.0091,9.4,29,0.0,0,5,4
7718,2019,1918.1,2,25.9,990.3,3,4,3,11,7,0,0.4333,1,0,0.9,0,174.0,34.5,6,1744.9,1789.2,1738.9,1824.8,1822.4,2014.6,1941.2,-0.1473,6.2,35,0.0,1,4,2
7719,2020,1874.8,22,28.7,665.6,5,3,2,9,2,5,0.6,1,0,4.4,0,178.6,33.1,7,1625.2,1795.6,1715.6,1761.9,1813.5,1964.3,1964.4,-0.1603,6.3,33,0.0,2,7,1
7720,2015,1837.5,15,25.9,600.3,5,1,4,8,10,0,0.5333,8,0,6.5,0,176.6,30.7,4,1926.3,2005.4,1792.2,1922.4,1991.8,2057.0,2096.6,-0.367,6.0,39,2500.0,4,3,0
7721,2000,2052.3,30,25.3,834.1,5,1,4,15,8,2,0.5333,1,2,4.7,0,179.6,32.7,2,1688.9,1698.6,1740.7,1866.5,1877.3,2028.7,1971.6,-0.0999,9.5,40,0.0,0,4,1
7722,2020,1994.3,4,25.5,742.1,7,1,2,13,5,4,0.7333,1,1,3.5,0,180.9,28.6,7,1657.7,1801.1,1697.8,1789.3,1749.5,2019.6,1995.8,0.1739,8.8,36,0.0,0,4,5
7723,2022,1893.6,9,28.7,618.1,3,3,4,17,12,2,0.4,3,1,2.2,0,177.4,33.0,6,1941.8,2045.0,1647.6,1751.9,1792.7,1841.8,1896.4,-0.0949,9.0,25,0.0,0,1,0
7724,2001,1883.5,20,25.9,606.0,2,2,6,13,8,4,0.2667,3,1,9.0,0,176.1,32.0,2,1596.4,1747.9,1753.5,1755.7,1943.9,2093.8,2077.6,0.0109,8.9,37,2000.0,3,6,2
7725,2008,1836.5,5,24.5,450.4,4,3,3,15,6,4,0.5,6,3,1.8,0,188.3,32.5,3,1617.8,1687.7,1747.2,1820.5,1861.7,2019.6,2045.7,0.049,4.2,26,0.0,0,4,2
7726,2012,1810.6,5,27.0,499.2,2,3,5,4,10,6,0.3,4,1,3.7,0,176.2,32.6,5,1800.4,1832.9,1741.4,1763.2,1881.6,1840.0,1988.0,-0.033,3.5,23,2000.0,4,1,0
7727,1999,1729.8,6,25.6,726.9,3,3,4,6,9,4,0.4,5,1,0.8,0,179.4,33.2,2,1729.7,1849.0,1824.1,1818.9,1985.3,1985.2,2176.6,-0.0164,3.4,26,0.0,3,5,2
7728,2014,1857.8,19,22.9,648.4,4,2,4,6,5,1,0.4667,2,0,5.9,0,184.2,33.6,5,1738.3,1788.6,1789.9,1897.3,1914.2,2010.6,2047.1,0.0343,5.0,20,0.0,0,1,0
7729,2020,1883.6,8,26.0,782.5,8,1,1,8,12,3,0.8333,2,1,2.5,0,183.3,32.6,4,1902.6,2113.3,1794.1,1900.3,2035.6,2010.1,2053.1,-0.198,8.3,42,1000.0,2,0,0
7730,2023,1887.5,3,27.6,623.8,4,3,3,18,6,3,0.5,3,0,1.0,0,179.9,30.4,8,1690.9,1750.5,1761.4,1820.5,1850.8,1994.7,2071.1,-0.314,8.2,42,0.0,2,7,1
7731,2015,1912.8,12,28.8,601.7,2,2,6,10,13,3,0.2667,4,1,13.6,0,180.6,35.0,4,1942.1,2028.9,1875.3,1953.7,2102.2,2071.6,2114.6,0.1455,6.6,44,0.0,4,7,1
7732,2009,1914.7,24,25.8,616.6,3,3,4,9,6,6,0.4,5,0,0.3,0,182.7,32.1,4,1608.4,1809.9,1643.8,1702.7,1796.4,1851.8,1903.8,0.254,6.2,22,0.0,3,6,2
7733,2010,1797.9,6,26.2,550.7,5,0,5,10,8,2,0.5,5,2,1.8,0,185.8,34.8,5,1655.3,1713.2,1693.6,1773.5,1818.5,1930.5,1945.9,0.0699,4.3,41,0.0,3,4,4
7734,2023,1896.0,14,25.3,593.6,2,0,8,19,11,4,0.2,4,1,8.7,0,177.3,30.7,8,1786.3,1928.9,1696.0,1780.8,1856.4,1923.9,1963.9,0.1651,6.7,22,1000.0,2,4,5
7735,2021,1957.2,4,24.5,521.7,4,1,5,9,0,3,0.4333,3,1,4.5,0,176.5,31.8,5,1703.0,1804.4,1714.5,1777.9,1875.6,1867.3,1879.7,0.0748,9.3,20,0.0,3,9,1
7736,2008,1795.1,10,22.0,704.4,3,0,7,20,5,2,0.3,4,0,0.2,0,183.9,32.8,4,1936.6,2058.4,1697.1,1722.0,1845.5,1939.7,2036.7,-0.3247,3.8,36,0.0,0,1,0
7737,2021,1851.3,12,26.2,624.1,4,2,4,9,7,1,0.4667,3,0,2.2,0,183.6,32.1,5,1747.5,1775.2,1828.8,1965.5,1962.0,2112.3,2188.9,-0.0081,6.3,20,0.0,3,6,1
7738,2005,1817.8,20,24.6,757.3,6,0,4,8,12,1,0.6,1,2,12.4,0,175.7,31.3,2,1537.9,1735.3,1781.6,1837.1,2016.5,2027.1,2057.6,0.0867,4.4,37,1000.0,1,4,2
7739,2020,1972.8,9,22.4,474.6,6,2,2,16,3,2,0.6667,1,0,0.8,0,184.1,35.5,7,1794.4,1950.9,1683.8,1769.0,1837.0,2052.0,1961.5,-0.0416,5.2,24,0.0,3,3,3
7740,2018,1873.1,1,25.1,833.4,3,4,3,12,14,3,0.4333,3,2,0.4,0,184.6,32.1,7,1958.9,2020.7,1717.8,1784.2,1834.3,1956.7,2042.4,-0.2311,6.9,44,1000.0,1,6,4
7741,1995,1876.4,6,28.9,476.2,6,0,4,11,4,1,0.6,1,1,1.7,0,182.8,34.2,0,1782.1,1837.5,1793.9,1934.5,1885.3,1955.6,2103.7,-0.1057,7.3,28,0.0,2,6,5
7742,2025,1969.8,1,28.4,639.8,8,2,0,14,4,2,0.8667,1,0,3.9,0,174.1,31.4,7,1783.9,1876.3,1882.1,1969.0,2191.7,2034.1,2175.0,0.1749,8.6,39,1000.0,0,4,3
7743,2025,1802.7,17,27.1,300.3,5,1,4,9,6,2,0.5333,1,1,1.2,0,181.8,30.9,8,1727.4,1767.9,1764.6,1737.9,1945.9,2031.8,1978.3,-0.054,5.2,22,1000.0,2,5,3
7744,2012,1904.1,12,25.7,995.5,5,2,3,14,6,5,0.5667,1,1,2.5,0,180.1,34.6,5,1713.5,1757.2,1884.6,1992.3,2041.8,2065.6,2151.5,-0.1441,6.5,21,0.0,0,7,2
7745,2019,1770.0,7,26.5,861.6,3,2,5,10,9,2,0.3667,3,1,10.7,0,184.2,32.1,7,1684.9,1792.4,1634.6,1736.3,1866.8,1814.0,1933.6,0.011,3.0,31,0.0,1,6,2
7746,2012,1828.6,9,24.1,917.2,3,1,6,10,2,4,0.3333,4,0,1.1,0,182.7,32.0,2,1764.4,1788.7,1659.2,1756.9,1859.4,1857.1,2027.4,0.1443,5.4,25,0.0,0,3,3
7747,2023,1768.4,1,26.9,717.9,3,2,5,9,6,2,0.3667,7,2,1.4,0,176.3,29.3,8,1720.8,1773.0,1792.3,1926.6,1947.9,2046.8,2020.0,0.0422,6.2,28,2500.0,1,3,4
7748,2002,1828.0,1,29.1,247.7,3,2,5,18,10,2,0.3667,2,1,9.5,0,181.2,34.2,3,1870.3,2026.2,1731.7,1769.7,1920.7,1872.5,1914.3,0.1253,6.0,28,1000.0,2,4,5
7749,2025,1854.8,3,26.2,883.6,3,4,3,7,6,3,0.4333,3,1,6.4,0,179.1,34.4,8,1868.1,1923.9,1764.0,1807.1,1890.8,1976.8,2102.2,-0.0788,8.0,38,0.0,4,1,0
7750,2007,1885.2,11,28.8,593.1,3,3,4,13,11,3,0.4,2,1,4.6,0,180.0,31.4,4,1759.0,1752.7,1712.7,1817.7,1901.9,1928.4,2017.6,-0.1313,9.4,25,2000.0,3,6,1
7751,2010,1935.1,31,24.5,606.1,5,2,3,10,6,2,0.5667,2,3,0.3,0,183.5,33.5,3,1883.3,1960.3,1726.8,1894.2,1894.9,1935.9,2092.8,-0.0063,6.4,34,0.0,1,3,0
7752,1994,1819.6,25,23.4,604.0,3,3,4,14,6,6,0.4,1,1,0.0,0,184.0,34.5,0,1639.6,1709.8,1816.3,1977.2,2006.8,2067.0,2037.1,0.0295,2.5,39,2000.0,4,5,1
7753,2010,1827.0,16,26.9,665.2,4,3,3,9,14,3,0.5,1,0,2.7,0,180.3,32.2,4,1609.2,1753.5,1736.4,1869.3,1898.2,1910.2,2126.0,-0.1182,5.9,36,0.0,2,3,0
7754,2004,1918.3,22,25.2,503.5,4,0,6,8,5,1,0.4,2,1,5.5,0,176.4,33.1,2,1659.2,1735.7,1787.7,1859.0,2000.5,2140.6,2044.2,0.2397,4.7,44,0.0,0,6,1
7755,2013,1843.2,4,30.3,282.0,4,3,3,6,6,1,0.5,3,0,7.4,0,178.7,33.4,2,1755.8,1872.3,1724.6,1739.9,1848.7,1964.0,2024.3,0.0062,5.8,21,0.0,1,6,1
7756,2018,1893.6,4,27.8,704.4,5,3,2,6,13,3,0.6,1,1,3.0,0,176.9,31.9,7,1578.3,1753.8,1821.7,1896.8,1990.7,2104.7,2121.8,-0.0422,8.3,24,0.0,1,6,1
7757,2004,1721.0,6,28.2,613.5,2,3,5,8,8,6,0.3,6,2,7.4,0,183.1,33.2,3,1743.3,1817.5,1722.7,1739.1,1835.5,1941.2,2027.6,0.1753,4.4,44,1000.0,3,6,2
