Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Habitual,Amazonas,1201,2014,80%,Canada,3.0,Forastero (Arriba) ASSS,Papua New Guinea
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75,Amazon,Central and S. America
Habitual,Downtown London,1201,2014,65%,Canada,2.75,Criollo (Ocumare 77),"Ven, Trinidad, Ecuador"
Habitual,one hundred,1205,2014,100%,Canada,2.0,Amazon,St. Lucia
Hachez,Arriba,166,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3.0,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Trinitario,Ecuador
Haigh,South America and Africa,701,2011,70%,Australia,3.0,Forastero (Amelonado),"South America, Africa"
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.5,Nacional (Arriba),Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Brazil
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3.0,Forastero (Nacional),Brazil
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25,Criollo (Wild),Brazil
Harper Macaw,Libiano,2040,2018,75%,U.S.A.,3.0,Trinitario,Brazil
Heilemann,Peru,1876,2016,64%,Germany,2.75,"Criollo, +",Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75,Forastero (Amelonado),Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.5,CCN51,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4.0,Beniano,Bolivia
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Criollo,Venezuela
hexx,Ecuador,1550,2015,73%,U.S.A.,3.25,Blend,Ecuador
hexx,Madagascar,1546,2015,74%,U.S.A.,3.0,Trinitario,Madagascar
hexx,Peru,1550,2015,70%,U.S.A.,3.25,Blend,Peru
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75,Criollo,Tanzania
hexx,Venezuela,1546,2015,70%,U.S.A.,3.0,Criollo (Ocumare),Venezuela
Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Trinitario,Dominican Republic
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.5,Criollo,Peru
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela
Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75,Nacional (Arriba),Dominican Republic
Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75,Criollo (Amarru),Dominican Republic
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.5,Forastero,Ivory Coast
Holy Cacao,San Martin,431,2009,70%,Israel,3.5,Criollo (Amarru),Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3.5,Forastero (Arriba) ASSS,Ecuador
Holy Cacao,Sambirano,1466,2015,70%,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,1466,2015,70%,Israel,3.5,Blend,Venezuela
Holy Cacao,Maranon,1872,2016,70%,Israel,2.75,Criollo,Peru
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.5,Criollo (Wild),Ecuador
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4.0,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75,Criollo (Ocumare 67),St. Lucia
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3.0,Forastero,Sao Tome
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3.0,Criollo (Ocumare),St. Lucia
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75,Forastero (Arriba) ASS,Tanzania
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3.0,"Trinitario, Forastero",Dominican Republic
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75,Forastero (Catongo),Ecuador
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3.0,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Conacado,  2012, 120hr c.",1113,2013,100%,U.K.,2.75,Criollo (Ocumare 77),Dominican Republic
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75,"Criollo, +",Peru
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.5,Trinitario,Vietnam
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Bolivia,1307,2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3.5,blend,Dominican Republic
Hummingbird,Momotombo,1311,2014,70%,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Lam Dong,1542,2015,70%,Canada,3.5,Trinitario,Vietnam
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4.0,blend,Venezuela
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75,Matina,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela
Indah,India (south),1788,2016,61%,India,2.5,Criollo (Porcelana),India
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25,Criollo (Ocumare 67),Dominican Republic
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75,Nacional (Arriba),Dominican Republic
Indi,Honduras,1255,2014,77%,U.S.A.,3.0,"Criollo, Trinitario",Honduras
INDI,Lam Dong,2008,2017,72%,U.S.A.,3.25,Blend,Vietnam
iQ Chocolate,black label,943,2012,72%,Scotland,3.0,Criollo (Ocumare 77),Peru
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25,"Trinitario, Forastero",Dominican Republic
Isidro,Madagascar,1275,2014,72%,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,1279,2014,72%,U.S.A.,2.25,Forastero (Amelonado),Peru
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75,Forastero (Amelonado),Dominican Republic
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2.0,Trinitario,Ghana
Johnny Iuzzini,"Costa Esmeralda, Batch 30",2008,2017,78%,U.S.A.,3.75,"Forastero, Trinitario",Ecuador
Johnny Iuzzini,Camino Verde P.,1980,2017,70%,U.S.A.,3.5,EET,Ecuador
Johnny Iuzzini,Mount Pleasant,1976,2017,67%,U.S.A.,3.0,"Criollo, Trinitario",Jamaica
Johnny Iuzzini,"Sambirano Valley, Batch 7",2008,2017,68%,U.S.A.,3.5,Trinitario (85% Criollo),Madagascar
Johnny Iuzzini,"San Martin, Oro Verde",1976,2017,75%,U.S.A.,3.0,"Criollo, Trinitario",Peru
Johnny Iuzzini,"Ocumare, Cuyagua",1972,2017,72%,U.S.A.,3.5,"Criollo, Trinitario",Venezuela
Johnny Iuzzini,"Tien Giang, Mekong Delta",1976,2017,65%,U.S.A.,3.5,Trinitario,Vietnam
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Dominican Republic,3.5,Trinitario (Amelonado),Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Dominican Republic,3.25,CCN51,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Dominican Republic,3.25,"Forastero(Arriba, CCN)",Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Dominican Republic,3.0,Nacional (Arriba),Dominican Republic
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu
Kakao,Peru,837,2012,64%,Germany,2.5,blend,Peru
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.5,"Forastero(Arriba, CCN)",Ecuador
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3.0,Trinitario,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3.0,Forastero (Parazinho),Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3.0,"Trinitario, TCGA",Ecuador
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75,Forastero,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75,Forastero (Parazinho),Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5,"Criollo, Forastero",Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5,Criollo (Porcelana),Ecuador
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75,"Trinitario, Nacional",Ecuador
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75,"Criollo, +","Ghana, Domin. Rep"
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75,Amazon,Dominican Republic
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2.0,Forastero (Amelonado),Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3.0,Trinitario,Dominican Republic
Krak,Belize,1968,2017,70%,Amsterdam,3.0,Criollo (Ocumare 61),Belize
Krak,Xoconusco,2016,2017,70%,Amsterdam,3.25,Criollo,Mexico
Krak,Vietnam,1968,2017,70%,Amsterdam,3.0,Criollo (Amarru),Vietnam
Krak,Mava Sa Ferme D'ottange,2064,2018,70%,Amsterdam,3.0,"Trinitario, Forastero",Madagascar
Krak,"Xoconusco, triple turned",2044,2018,70%,Amsterdam,3.75,Criollo (Ocumare 77),Mexico
Krak,Kablon Farm,2068,2018,70%,Amsterdam,3.25,Nacional (Arriba),Philippines
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize
Kto,Belize,1422,2014,72%,U.S.A.,3.0,Trinitario,Belize
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25,"Criollo, Forastero",Dominican Republic
Kto,ROIG,1426,2014,72%,U.S.A.,3.25,CCN51,Dominican Republic
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar
Kto,San Martin,1422,2014,72%,U.S.A.,2.5,Nacional (Arriba),Peru
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75,Blend,Venezuela
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75,Amazon,Ecuador
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25,Trinitario,Haiti
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru
Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3.0,Nacional (Arriba),Dominican Republic
Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3.0,Trinitario,Madagascar
Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Forastero,Uganda
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3.0,"Trinitario, TCGA",Bolivia
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75,Blend,Dominican Republic
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3.0,"Criollo, +",Venezuela
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75,"Criollo, +",Ecuador
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4.0,Trinitario (Scavina),Brazil
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25,"Trinitario, Forastero",Peru
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3.0,"Trinitario, Criollo",Belize
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75,Nacional (Arriba),Venezuela/ Ghana
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3.0,Criollo (Amarru),"Ven., Trinidad, Mad."
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5,Criollo (Ocumare 77),Dominican Republic
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75,"Trinitario, Nacional","Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25,Trinitario (Amelonado),Ecuador
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25,Forastero (Arriba),Tobago
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5,Forastero (Arriba) ASSS,Peru
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25,Forastero (Arriba) ASSS,Ecuador
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75,"Trinitario, Forastero",Cuba
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75,"Trinitario, Nacional",Trinidad-Tobago
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25,Trinitario (Scavina),Brazil
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3.0,Forastero (Parazinho),Cuba
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3.0,Forastero (Arriba) ASSS,Ivory Coast
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25,"Criollo, +",Peru
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5,"Forastero(Arriba, CCN)",Tanzania
L'Amourette,Blend,853,2012,72%,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua
Land,San Pedro Sula,2048,2018,70%,U.K.,3.25,Forastero (Nacional),Honduras
Land,"Nicaliso, Bocay",2048,2018,73%,U.K.,3.5,"Trinitario, TCGA",Nicaragua
Land,Nueva Guinea,2048,2018,71%,U.K.,3.0,"Criollo, +",Nicaragua
Landmark (Amano),"Tranquilidad, Itinez Province",1972,2017,74%,U.S.A.,3.75,Forastero (Nacional),Bolivia
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25,Trinitario (85% Criollo),Bolivia
Letterpress,San Andres,1566,2015,70%,U.S.A.,3.0,Nacional (Arriba),Costa Rica
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25,Criollo (Porcelana),Dominican Republic
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5,"Amazon, ICS",Tanzania
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25,"Forastero, Trinitario",Liberia
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25,"Blend-Forastero,Criollo",Belize
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5,Beniano,Honduras
Letterpress,Ucayali,1984,2017,70%,U.S.A.,4.0,Beniano,Peru
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,1856,2016,70%,Finland,3.0,Trinitario,Madagascar
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3.0,"Criollo, Trinitario",Dominican Republic
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75,"Forastero(Arriba, CCN)",Peru
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75,Forastero,"Venezuela, Dom. Rep."
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3.0,"Amazon, ICS","Dom. Rep., Madagascar"
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5,Forastero (Arriba),Puerto Rico
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5,Forastero (Arriba) ASS,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3.0,"Blend-Forastero,Criollo",Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3.0,"Trinitario, Forastero",Hawaii
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75,Criollo (Porcelana),Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75,Criollo (Ocumare),Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25,Nacional,Hawaii
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.0,Amazon mix,Nicaragua
Luisa Abram,"Rio Purus, 2016 Harvest",1976,2017,81%,Brazil,3.25,"Criollo, +",Brazil
Luker,Santander,552,2010,65%,Colombia,3.5,CCN51,Colombia
Luker,Macondo,552,2010,60%,Colombia,3.0,EET,"Colombia, Ecuador"
Luker,Misterio,552,2010,58%,Colombia,3.0,Nacional (Arriba),"Colombia, Ecuador"
Luker,Selva,552,2010,46%,Colombia,2.75,Amazon,"Colombia, Ecuador"
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25,Criollo (Ocumare 61),Peru
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5,Criollo (Wild),Peru
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4.0,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75,"Blend-Forastero,Criollo",Mexico
Madre,Upala,693,2011,70%,U.S.A.,2.75,Criollo (Wild),Costa Rica
Madre,Dominican,672,2011,70%,U.S.A.,2.5,"Trinitario, Nacional",Dominican Republic
Madre,Kaua'i,995,2012,70%,U.S.A.,3.5,Beniano,Hawaii
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25,Nacional (Arriba),Hawaii
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii
Madre,Brazil,1085,2013,70%,U.S.A.,3.5,Nacional,Brazil
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75,Forastero (Nacional),Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75,Trinitario (Scavina),Mexico
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75,Nacional (Arriba),Puerto Rico
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5,Criollo (Wild),Solomon Islands
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Maglio,Ecuador,308,2008,70%,Italy,3.0,Forastero (Nacional),Ecuador
Maglio,Africa,300,2008,75%,Italy,2.0,Criollo (Wild),Tanzania
Majani,Ecuador,531,2010,70%,Italy,2.0,Amazon,Ecuador
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5,Criollo (Ocumare),Hawaii
